,EventID,Evaluation Status,Origin Time,Magnitude,Latitude (WGS84),Longitude (WGS84),LocationName,Daily_Sum,Daily_Avg,Daily_Count
2020-04-15,,,,0.0,,,,0.0,0.0,0
2020-04-16,,,,0.0,,,,0.0,0.0,0
2020-04-17,,,,0.0,,,,0.0,0.0,0
2020-04-18,texnet2020hqje,final,13:33:35,3.2,29.0204,-97.8398,Central Texas,3.2,3.2,1
2020-04-19,,,,0.0,,,,0.0,0.0,0
2020-04-20,texnet2020htpx,final,08:21:46,2.1,29.0543,-97.8512,Central Texas,2.1,2.1,1
2020-04-21,,,,0.0,,,,0.0,0.0,0
2020-04-22,,,,0.0,,,,0.0,0.0,0
2020-04-23,,,,0.0,,,,0.0,0.0,0
2020-04-24,,,,0.0,,,,0.0,0.0,0
2020-04-25,,,,0.0,,,,0.0,0.0,0
2020-04-26,,,,0.0,,,,0.0,0.0,0
2020-04-27,,,,0.0,,,,0.0,0.0,0
2020-04-28,,,,0.0,,,,0.0,0.0,0
2020-04-29,,,,0.0,,,,0.0,0.0,0
2020-04-30,,,,0.0,,,,0.0,0.0,0
2020-05-01,texnet2020iomm,final,18:29:23,1.8,29.1522,-97.6992,Central Texas,1.8,1.8,1
2020-05-02,,,,0.0,,,,0.0,0.0,0
2020-05-03,,,,0.0,,,,0.0,0.0,0
2020-05-04,,,,0.0,,,,0.0,0.0,0
2020-05-05,,,,0.0,,,,0.0,0.0,0
2020-05-06,,,,0.0,,,,0.0,0.0,0
2020-05-07,,,,0.0,,,,0.0,0.0,0
2020-05-08,,,,0.0,,,,0.0,0.0,0
2020-05-09,texnet2020jbts,final,00:54:34,2.3,29.0259,-97.8833,Central Texas,2.3,2.3,1
2020-05-10,,,,0.0,,,,0.0,0.0,0
2020-05-11,,,,0.0,,,,0.0,0.0,0
2020-05-12,,,,0.0,,,,0.0,0.0,0
2020-05-13,,,,0.0,,,,0.0,0.0,0
2020-05-14,,,,0.0,,,,0.0,0.0,0
2020-05-15,,,,0.0,,,,0.0,0.0,0
2020-05-16,,,,0.0,,,,0.0,0.0,0
2020-05-17,,,,0.0,,,,0.0,0.0,0
2020-05-18,,,,0.0,,,,0.0,0.0,0
2020-05-19,,,,0.0,,,,0.0,0.0,0
2020-05-20,,,,0.0,,,,0.0,0.0,0
2020-05-21,,,,0.0,,,,0.0,0.0,0
2020-05-22,,,,0.0,,,,0.0,0.0,0
2020-05-23,,,,0.0,,,,0.0,0.0,0
2020-05-24,,,,0.0,,,,0.0,0.0,0
2020-05-25,,,,0.0,,,,0.0,0.0,0
2020-05-26,,,,0.0,,,,0.0,0.0,0
2020-05-27,,,,0.0,,,,0.0,0.0,0
2020-05-28,,,,0.0,,,,0.0,0.0,0
2020-05-29,,,,0.0,,,,0.0,0.0,0
2020-05-30,,,,0.0,,,,0.0,0.0,0
2020-05-31,,,,0.0,,,,0.0,0.0,0
2020-06-01,,,,0.0,,,,0.0,0.0,0
2020-06-02,,,,0.0,,,,0.0,0.0,0
2020-06-03,,,,0.0,,,,0.0,0.0,0
2020-06-04,,,,0.0,,,,0.0,0.0,0
2020-06-05,,,,0.0,,,,0.0,0.0,0
2020-06-06,,,,0.0,,,,0.0,0.0,0
2020-06-07,,,,0.0,,,,0.0,0.0,0
2020-06-08,,,,0.0,,,,0.0,0.0,0
2020-06-09,,,,0.0,,,,0.0,0.0,0
2020-06-10,,,,0.0,,,,0.0,0.0,0
2020-06-11,,,,0.0,,,,0.0,0.0,0
2020-06-12,,,,0.0,,,,0.0,0.0,0
2020-06-13,,,,0.0,,,,0.0,0.0,0
2020-06-14,,,,0.0,,,,0.0,0.0,0
2020-06-15,,,,0.0,,,,0.0,0.0,0
2020-06-16,,,,0.0,,,,0.0,0.0,0
2020-06-17,,,,0.0,,,,0.0,0.0,0
2020-06-18,,,,0.0,,,,0.0,0.0,0
2020-06-19,,,,0.0,,,,0.0,0.0,0
2020-06-20,,,,0.0,,,,0.0,0.0,0
2020-06-21,,,,0.0,,,,0.0,0.0,0
2020-06-22,,,,0.0,,,,0.0,0.0,0
2020-06-23,,,,0.0,,,,0.0,0.0,0
2020-06-24,,,,0.0,,,,0.0,0.0,0
2020-06-25,,,,0.0,,,,0.0,0.0,0
2020-06-26,,,,0.0,,,,0.0,0.0,0
2020-06-27,,,,0.0,,,,0.0,0.0,0
2020-06-28,,,,0.0,,,,0.0,0.0,0
2020-06-29,,,,0.0,,,,0.0,0.0,0
2020-06-30,,,,0.0,,,,0.0,0.0,0
2020-07-01,,,,0.0,,,,0.0,0.0,0
2020-07-02,,,,0.0,,,,0.0,0.0,0
2020-07-03,,,,0.0,,,,0.0,0.0,0
2020-07-04,,,,0.0,,,,0.0,0.0,0
2020-07-05,,,,0.0,,,,0.0,0.0,0
2020-07-06,,,,0.0,,,,0.0,0.0,0
2020-07-07,,,,0.0,,,,0.0,0.0,0
2020-07-08,,,,0.0,,,,0.0,0.0,0
2020-07-09,,,,0.0,,,,0.0,0.0,0
2020-07-10,texnet2020nmde,final,15:12:25,2.0,29.0396,-97.8843,Central Texas,2.0,2.0,1
2020-07-11,,,,0.0,,,,0.0,0.0,0
2020-07-12,,,,0.0,,,,0.0,0.0,0
2020-07-13,,,,0.0,,,,0.0,0.0,0
2020-07-14,,,,0.0,,,,0.0,0.0,0
2020-07-15,,,,0.0,,,,0.0,0.0,0
2020-07-16,,,,0.0,,,,0.0,0.0,0
2020-07-17,,,,0.0,,,,0.0,0.0,0
2020-07-18,,,,0.0,,,,0.0,0.0,0
2020-07-19,,,,0.0,,,,0.0,0.0,0
2020-07-20,,,,0.0,,,,0.0,0.0,0
2020-07-21,,,,0.0,,,,0.0,0.0,0
2020-07-22,,,,0.0,,,,0.0,0.0,0
2020-07-23,,,,0.0,,,,0.0,0.0,0
2020-07-24,,,,0.0,,,,0.0,0.0,0
2020-07-25,,,,0.0,,,,0.0,0.0,0
2020-07-26,,,,0.0,,,,0.0,0.0,0
2020-07-27,,,,0.0,,,,0.0,0.0,0
2020-07-28,,,,0.0,,,,0.0,0.0,0
2020-07-29,,,,0.0,,,,0.0,0.0,0
2020-07-30,,,,0.0,,,,0.0,0.0,0
2020-07-31,,,,0.0,,,,0.0,0.0,0
2020-08-01,,,,0.0,,,,0.0,0.0,0
2020-08-02,,,,0.0,,,,0.0,0.0,0
2020-08-03,,,,0.0,,,,0.0,0.0,0
2020-08-04,,,,0.0,,,,0.0,0.0,0
2020-08-05,,,,0.0,,,,0.0,0.0,0
2020-08-06,,,,0.0,,,,0.0,0.0,0
2020-08-07,,,,0.0,,,,0.0,0.0,0
2020-08-08,,,,0.0,,,,0.0,0.0,0
2020-08-09,,,,0.0,,,,0.0,0.0,0
2020-08-10,,,,0.0,,,,0.0,0.0,0
2020-08-11,texnet2020psxs,final,19:27:49,1.9,29.0167,-97.8895,Central Texas,1.9,1.9,1
2020-08-12,texnet2020ptvl,final,07:27:43,1.9,29.0396,-97.8905,Central Texas,1.9,1.9,1
2020-08-13,,,,0.0,,,,0.0,0.0,0
2020-08-14,,,,0.0,,,,0.0,0.0,0
2020-08-15,,,,0.0,,,,0.0,0.0,0
2020-08-16,,,,0.0,,,,0.0,0.0,0
2020-08-17,texnet2020qdqv,final,16:28:54,1.9,28.9279,-98.1242,Southern Texas,4.0,2.0,2
2020-08-17,texnet2020qdmy,final,14:31:22,2.1,28.9389,-98.1159,Southern Texas,4.0,2.0,2
2020-08-18,texnet2020qfhj,final,13:58:46,2.0,28.9224,-98.1056,Southern Texas,9.3,2.325,4
2020-08-18,texnet2020qfkv,final,15:43:46,2.5,28.9224,-98.0973,Southern Texas,9.3,2.325,4
2020-08-18,texnet2020qfth,final,19:59:27,2.0,28.9316,-98.1221,Southern Texas,9.3,2.325,4
2020-08-18,texnet2020qfhh,final,13:55:42,2.8,28.9188,-98.0994,Southern Texas,9.3,2.325,4
2020-08-19,,,,0.0,,,,0.0,0.0,0
2020-08-20,,,,0.0,,,,0.0,0.0,0
2020-08-21,,,,0.0,,,,0.0,0.0,0
2020-08-22,texnet2020qmpe,final,13:51:54,2.3,28.9279,-98.1139,Southern Texas,8.8,2.2,4
2020-08-22,texnet2020qmsn,final,15:33:06,1.7,28.9279,-98.1097,Southern Texas,8.8,2.2,4
2020-08-22,texnet2020qmju,final,11:09:00,2.1,28.9059,-98.089,Southern Texas,8.8,2.2,4
2020-08-22,texnet2020qmqa,final,14:18:46,2.7,28.9206,-98.0766,Southern Texas,8.8,2.2,4
2020-08-23,texnet2020qolx,final,14:29:00,2.1,28.895,-98.0808,Southern Texas,4.0,2.0,2
2020-08-23,texnet2020qokw,final,13:58:06,1.9,28.9169,-98.0911,Southern Texas,4.0,2.0,2
2020-08-24,texnet2020qpkz,final,03:09:17,2.0,28.9288,-98.0963,Southern Texas,3.9,1.95,2
2020-08-24,texnet2020qprr,final,06:32:31,1.9,28.9261,-98.0911,Southern Texas,3.9,1.95,2
2020-08-25,texnet2020qsbs,final,13:53:41,2.5,28.9151,-98.1139,Southern Texas,2.5,2.5,1
2020-08-26,,,,0.0,,,,0.0,0.0,0
2020-08-27,,,,0.0,,,,0.0,0.0,0
2020-08-28,,,,0.0,,,,0.0,0.0,0
2020-08-29,,,,0.0,,,,0.0,0.0,0
2020-08-30,,,,0.0,,,,0.0,0.0,0
2020-08-31,texnet2020rcjk,final,05:07:53,2.1,28.9536,-98.0063,Southern Texas,2.1,2.1,1
2020-09-01,,,,0.0,,,,0.0,0.0,0
2020-09-02,texnet2020rgcn,final,06:11:28,2.1,28.9297,-98.0952,Southern Texas,7.800000000000001,1.9500000000000002,4
2020-09-02,texnet2020rgxl,final,16:45:58,1.8,28.9059,-98.0787,Southern Texas,7.800000000000001,1.9500000000000002,4
2020-09-02,texnet2020rgbg,final,05:33:49,2.0,28.9215,-98.0963,Southern Texas,7.800000000000001,1.9500000000000002,4
2020-09-02,texnet2020rgnv,final,11:54:48,1.9,28.9023,-98.0849,Southern Texas,7.800000000000001,1.9500000000000002,4
2020-09-03,texnet2020rjgi,final,23:31:29,2.0,28.9224,-98.089,Southern Texas,4.2,2.1,2
2020-09-03,texnet2020riqs,final,15:37:51,2.2,28.9224,-98.1056,Southern Texas,4.2,2.1,2
2020-09-04,texnet2020rkkr,final,14:50:58,1.8,28.9426,-98.0787,Southern Texas,1.8,1.8,1
2020-09-05,texnet2020rlij,final,02:50:08,2.7,28.927,-98.1025,Southern Texas,12.6,2.52,5
2020-09-05,texnet2020rmfe,final,14:21:46,2.1,28.9151,-98.0684,Southern Texas,12.6,2.52,5
2020-09-05,texnet2020rlfp,final,01:25:34,1.9,28.9243,-98.1014,Southern Texas,12.6,2.52,5
2020-09-05,texnet2020rlgi,final,01:48:00,2.8,28.9243,-98.1097,Southern Texas,12.6,2.52,5
2020-09-05,texnet2020rluf,final,08:48:49,3.1,28.9316,-98.1118,Southern Texas,12.6,2.52,5
2020-09-06,texnet2020rokv,final,19:29:15,1.8,28.9114,-98.1097,Southern Texas,1.8,1.8,1
2020-09-07,,,,0.0,,,,0.0,0.0,0
2020-09-08,,,,0.0,,,,0.0,0.0,0
2020-09-09,,,,0.0,,,,0.0,0.0,0
2020-09-10,texnet2020rvff,final,12:36:32,2.2,28.9151,-98.1056,Southern Texas,4.5,2.25,2
2020-09-10,texnet2020ruvw,final,07:52:27,2.3,28.9316,-98.0932,Southern Texas,4.5,2.25,2
2020-09-11,,,,0.0,,,,0.0,0.0,0
2020-09-12,,,,0.0,,,,0.0,0.0,0
2020-09-13,,,,0.0,,,,0.0,0.0,0
2020-09-14,,,,0.0,,,,0.0,0.0,0
2020-09-15,,,,0.0,,,,0.0,0.0,0
2020-09-16,texnet2020sfri,final,06:04:10,2.4,29.0488,-97.8636,Central Texas,2.4,2.4,1
2020-09-17,,,,0.0,,,,0.0,0.0,0
2020-09-18,,,,0.0,,,,0.0,0.0,0
2020-09-19,,,,0.0,,,,0.0,0.0,0
2020-09-20,,,,0.0,,,,0.0,0.0,0
2020-09-21,texnet2020spua,final,18:48:22,1.8,29.1312,-97.692,Central Texas,1.8,1.8,1
2020-09-22,texnet2020srmy,final,17:29:25,1.9,28.9169,-98.1345,Southern Texas,1.9,1.9,1
2020-09-23,,,,0.0,,,,0.0,0.0,0
2020-09-24,,,,0.0,,,,0.0,0.0,0
2020-09-25,,,,0.0,,,,0.0,0.0,0
2020-09-26,,,,0.0,,,,0.0,0.0,0
2020-09-27,,,,0.0,,,,0.0,0.0,0
2020-09-28,,,,0.0,,,,0.0,0.0,0
2020-09-29,,,,0.0,,,,0.0,0.0,0
2020-09-30,,,,0.0,,,,0.0,0.0,0
2020-10-01,,,,0.0,,,,0.0,0.0,0
2020-10-02,,,,0.0,,,,0.0,0.0,0
2020-10-03,,,,0.0,,,,0.0,0.0,0
2020-10-04,,,,0.0,,,,0.0,0.0,0
2020-10-05,,,,0.0,,,,0.0,0.0,0
2020-10-06,,,,0.0,,,,0.0,0.0,0
2020-10-07,,,,0.0,,,,0.0,0.0,0
2020-10-08,,,,0.0,,,,0.0,0.0,0
2020-10-09,,,,0.0,,,,0.0,0.0,0
2020-10-10,,,,0.0,,,,0.0,0.0,0
2020-10-11,,,,0.0,,,,0.0,0.0,0
2020-10-12,,,,0.0,,,,0.0,0.0,0
2020-10-13,,,,0.0,,,,0.0,0.0,0
2020-10-14,,,,0.0,,,,0.0,0.0,0
2020-10-15,,,,0.0,,,,0.0,0.0,0
2020-10-16,,,,0.0,,,,0.0,0.0,0
2020-10-17,,,,0.0,,,,0.0,0.0,0
2020-10-18,,,,0.0,,,,0.0,0.0,0
2020-10-19,,,,0.0,,,,0.0,0.0,0
2020-10-20,,,,0.0,,,,0.0,0.0,0
2020-10-21,,,,0.0,,,,0.0,0.0,0
2020-10-22,,,,0.0,,,,0.0,0.0,0
2020-10-23,,,,0.0,,,,0.0,0.0,0
2020-10-24,,,,0.0,,,,0.0,0.0,0
2020-10-25,,,,0.0,,,,0.0,0.0,0
2020-10-26,,,,0.0,,,,0.0,0.0,0
2020-10-27,,,,0.0,,,,0.0,0.0,0
2020-10-28,,,,0.0,,,,0.0,0.0,0
2020-10-29,,,,0.0,,,,0.0,0.0,0
2020-10-30,,,,0.0,,,,0.0,0.0,0
2020-10-31,,,,0.0,,,,0.0,0.0,0
2020-11-01,,,,0.0,,,,0.0,0.0,0
2020-11-02,,,,0.0,,,,0.0,0.0,0
2020-11-03,,,,0.0,,,,0.0,0.0,0
2020-11-04,,,,0.0,,,,0.0,0.0,0
2020-11-05,texnet2020vtvk,final,16:39:10,2.7,29.0909,-97.783,Central Texas,5.4,2.7,2
2020-11-05,texnet2020vufn,final,21:45:16,2.7,29.0891,-97.7871,Central Texas,5.4,2.7,2
2020-11-06,,,,0.0,,,,0.0,0.0,0
2020-11-07,,,,0.0,,,,0.0,0.0,0
2020-11-08,,,,0.0,,,,0.0,0.0,0
2020-11-09,,,,0.0,,,,0.0,0.0,0
2020-11-10,,,,0.0,,,,0.0,0.0,0
2020-11-11,,,,0.0,,,,0.0,0.0,0
2020-11-12,,,,0.0,,,,0.0,0.0,0
2020-11-13,,,,0.0,,,,0.0,0.0,0
2020-11-14,,,,0.0,,,,0.0,0.0,0
2020-11-15,,,,0.0,,,,0.0,0.0,0
2020-11-16,,,,0.0,,,,0.0,0.0,0
2020-11-17,,,,0.0,,,,0.0,0.0,0
2020-11-18,,,,0.0,,,,0.0,0.0,0
2020-11-19,,,,0.0,,,,0.0,0.0,0
2020-11-20,,,,0.0,,,,0.0,0.0,0
2020-11-21,,,,0.0,,,,0.0,0.0,0
2020-11-22,,,,0.0,,,,0.0,0.0,0
2020-11-23,,,,0.0,,,,0.0,0.0,0
2020-11-24,,,,0.0,,,,0.0,0.0,0
2020-11-25,,,,0.0,,,,0.0,0.0,0
2020-11-26,,,,0.0,,,,0.0,0.0,0
2020-11-27,,,,0.0,,,,0.0,0.0,0
2020-11-28,,,,0.0,,,,0.0,0.0,0
2020-11-29,,,,0.0,,,,0.0,0.0,0
2020-11-30,,,,0.0,,,,0.0,0.0,0
2020-12-01,,,,0.0,,,,0.0,0.0,0
2020-12-02,,,,0.0,,,,0.0,0.0,0
2020-12-03,,,,0.0,,,,0.0,0.0,0
2020-12-04,,,,0.0,,,,0.0,0.0,0
2020-12-05,,,,0.0,,,,0.0,0.0,0
2020-12-06,,,,0.0,,,,0.0,0.0,0
2020-12-07,,,,0.0,,,,0.0,0.0,0
2020-12-08,,,,0.0,,,,0.0,0.0,0
2020-12-09,,,,0.0,,,,0.0,0.0,0
2020-12-10,texnet2020yftv,final,16:34:08,2.0,29.0964,-97.8388,Central Texas,2.0,2.0,1
2020-12-11,texnet2020ygpd,final,03:19:40,1.7,29.0543,-97.8285,Central Texas,1.7,1.7,1
2020-12-12,,,,0.0,,,,0.0,0.0,0
2020-12-13,,,,0.0,,,,0.0,0.0,0
2020-12-14,,,,0.0,,,,0.0,0.0,0
2020-12-15,,,,0.0,,,,0.0,0.0,0
2020-12-16,,,,0.0,,,,0.0,0.0,0
2020-12-17,,,,0.0,,,,0.0,0.0,0
2020-12-18,,,,0.0,,,,0.0,0.0,0
2020-12-19,texnet2020yvlg,final,06:24:22,1.4,29.0341,-97.874,Central Texas,1.4,1.4,1
2020-12-20,,,,0.0,,,,0.0,0.0,0
2020-12-21,,,,0.0,,,,0.0,0.0,0
2020-12-22,,,,0.0,,,,0.0,0.0,0
2020-12-23,,,,0.0,,,,0.0,0.0,0
2020-12-24,,,,0.0,,,,0.0,0.0,0
2020-12-25,,,,0.0,,,,0.0,0.0,0
2020-12-26,,,,0.0,,,,0.0,0.0,0
2020-12-27,,,,0.0,,,,0.0,0.0,0
2020-12-28,,,,0.0,,,,0.0,0.0,0
2020-12-29,,,,0.0,,,,0.0,0.0,0
2020-12-30,,,,0.0,,,,0.0,0.0,0
2020-12-31,texnet2020zshl,final,18:36:23,2.2,28.8821,-98.1014,Southern Texas,2.2,2.2,1
2021-01-01,texnet2021aart,final,08:57:43,2.0,28.884,-98.1077,Southern Texas,4.8,2.4,2
2021-01-01,texnet2021aaym,final,12:21:50,2.8,28.884,-98.089,Southern Texas,4.8,2.4,2
2021-01-02,texnet2021acsu,final,11:45:29,2.1,28.884,-98.1056,Southern Texas,2.1,2.1,1
2021-01-03,texnet2021aezu,final,17:34:51,2.9,28.8831,-98.1025,Southern Texas,2.9,2.9,1
2021-01-04,,,,0.0,,,,0.0,0.0,0
2021-01-05,,,,0.0,,,,0.0,0.0,0
2021-01-06,,,,0.0,,,,0.0,0.0,0
2021-01-07,,,,0.0,,,,0.0,0.0,0
2021-01-08,,,,0.0,,,,0.0,0.0,0
2021-01-09,,,,0.0,,,,0.0,0.0,0
2021-01-10,,,,0.0,,,,0.0,0.0,0
2021-01-11,,,,0.0,,,,0.0,0.0,0
2021-01-12,,,,0.0,,,,0.0,0.0,0
2021-01-13,texnet2021awse,final,10:10:20,1.5,28.873,-98.0932,Southern Texas,1.5,1.5,1
2021-01-14,,,,0.0,,,,0.0,0.0,0
2021-01-15,,,,0.0,,,,0.0,0.0,0
2021-01-16,,,,0.0,,,,0.0,0.0,0
2021-01-17,,,,0.0,,,,0.0,0.0,0
2021-01-18,,,,0.0,,,,0.0,0.0,0
2021-01-19,,,,0.0,,,,0.0,0.0,0
2021-01-20,,,,0.0,,,,0.0,0.0,0
2021-01-21,,,,0.0,,,,0.0,0.0,0
2021-01-22,,,,0.0,,,,0.0,0.0,0
2021-01-23,,,,0.0,,,,0.0,0.0,0
2021-01-24,,,,0.0,,,,0.0,0.0,0
2021-01-25,,,,0.0,,,,0.0,0.0,0
2021-01-26,,,,0.0,,,,0.0,0.0,0
2021-01-27,,,,0.0,,,,0.0,0.0,0
2021-01-28,,,,0.0,,,,0.0,0.0,0
2021-01-29,,,,0.0,,,,0.0,0.0,0
2021-01-30,,,,0.0,,,,0.0,0.0,0
2021-01-31,,,,0.0,,,,0.0,0.0,0
2021-02-01,,,,0.0,,,,0.0,0.0,0
